Activity_Period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,340,67320000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,200,24,4752000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,300,60,13440000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300,2,590000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,24,7680000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,12,1612800
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,153,21756600
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Airbus,A330,223,22,8826400
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Airbus,A330,323,10,4122000
4/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,14,1988000
4/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,B747,400E,1,630000
4/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B747,400F,8,5216000
4/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,42,23268000
4/1/10,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,B777,300ER,30,16619970
4/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,21,6482700
4/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,17,4527500
4/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,6,1640400
4/1/10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,36,4554000
4/1/10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,63,8473500
4/1/10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,18,2559564
4/1/10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,11,3245000
4/1/10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,19,6080000
4/1/10,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,145,9715000
4/1/10,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,30,16620000
4/1/10,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,235,33417000
4/1/10,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,86,8342258
4/1/10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B777,200,11,5169934
4/1/10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B777,300,15,8292570
4/1/10,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B747,100,1,585000
4/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,400ERF,5,3265000
4/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,400F,25,16300000
4/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B777,200,17,7820000
4/1/10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B747,430,26,16380000
4/1/10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,313,2,837760
4/1/10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,24,13704000
4/1/10,Mesa Airlines,YV,US Airways,US ,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,149,10951500
4/1/10,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,57,4280700
4/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A318,-,26,3295890
4/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,30,4035150
4/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,46,6542212
4/1/10,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,11,1479500
4/1/10,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,170,1,61700
4/1/10,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,29,2749200
4/1/10,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B747,400F,26,16952000
4/1/10,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B747,400,30,18900000
4/1/10,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,1,418874
4/1/10,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400,7,4454000
4/1/10,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400ER,10,6370000
4/1/10,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,60,33170280
4/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1090,51230000
4/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,60,2820000
4/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2C10,32,1504000
4/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,578,38726000
4/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,147,9849000
4/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,33,2211000
4/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,30,2250000
4/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1709,44092200
4/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,300,315,35910000
4/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,500,2,220000
4/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,875,112000000
4/1/10,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,30,4266000
4/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,135,18589500
4/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,12,1706400
4/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,62,8810200
4/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231B,28,3978800
4/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,123,21094500
4/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,16,2048000
4/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,178,25753900
4/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,34,5008200
4/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,900ER,87,13685100
4/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,300,45,10080000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B747,422,38,23940000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,B747,422,141,88830000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,422,30,18900000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,B747,422,24,15120000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,1048,207504000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,B757,-,4,792000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,228,68400000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,322,43,13760000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222,135,60075000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222B,49,22540000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,B777,222B,60,27600000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,B777,222B,71,32660000
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,529,72889323
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,90,12400830
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,44,6062628
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,1102,156702196
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,30,4265940
4/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,20,2843960
4/1/10,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,509,70133583
4/1/10,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,478,67970644
4/1/10,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B747,400,24,15120000
4/1/10,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,600,1,570991
5/1/10,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B767,-,61,16735000
5/1/10,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,700,31,3968000
5/1/10,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,200,6,2402400
5/1/10,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,81,10894500
5/1/10,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,51,7252200
5/1/10,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,7,995400
5/1/10,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,124,12028000
5/1/10,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,17,442000
5/1/10,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,B747,400C,31,19530000
5/1/10,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B747,400,31,18561395
5/1/10,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B777,200,23,10810000
5/1/10,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,105,13440000
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,400,120,14520000
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,4,516800
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,37,5328000
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,800,3,432000
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,84,12289200
5/1/10,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,900,59,8631700
5/1/10,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,31,17174000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,247,35568000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,153,30294000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,200,108,29160000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,143,44330000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,220,28600000
5/1/10,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,79,10270000
5/1/10,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,23,250700
5/1/10,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,23,322000
5/1/10,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B747,400F,24,15984000
5/1/10,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B777,200ER,17,7820000
5/1/10,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B747,400,62,39060000
5/1/10,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B747,400,62,39060000
5/1/10,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,B747,400F,8,5328000
5/1/10,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B747,400,31,19530000
5/1/10,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B747,400F,22,14652000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,96,14044800
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,320,63360000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,300,70,15680000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300,97,28665000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,2,640000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,36,4838400
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,109,15499800
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Airbus,A330,223,30,12036000
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Airbus,A330,323,2,824400
5/1/10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,6,852000
5/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Combi,Wide Body,Boeing,B747,400E,9,5670000
5/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B747,400F,11,7172000
5/1/10,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,44,24376000
5/1/10,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,B777,300ER,31,17173969
5/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,1,308700
5/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,35,9296100
5/1/10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,6,1640400
5/1/10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,63,7969500
5/1/10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,75,10087500
5/1/10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,11,3245000
5/1/10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,21,6720000
5/1/10,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,150,10050000
5/1/10,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,31,17174000
5/1/10,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,326,46357200
5/1/10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B777,200,15,7049910
5/1/10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B777,300,16,8845408
5/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B747,400,1,630000
5/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,400ERF,17,11101000
5/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,400F,14,9128000
5/1/10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B777,200,16,7360000
5/1/10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B747,430,31,19530000
5/1/10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,30,17130000
5/1/10,Mesa Airlines,YV,US Airways,US ,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,130,9555000
5/1/10,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,4,300400
5/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A318,-,24,3042360
5/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,33,4438665
5/1/10,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,51,7253322
5/1/10,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B747,400F,23,14996000
5/1/10,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B747,400,31,19530000
5/1/10,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400,8,5150000
5/1/10,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400ER,7,4459000
5/1/10,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,25,3362500
5/1/10,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,31,2938800
5/1/10,Servisair,,Servisair,,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-87,-,1,130000
5/1/10,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,62,34275956
5/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1111,52217000
5/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,62,2914000
5/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2C10,8,376000
5/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,598,40066000
5/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,154,10318000
5/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,44,2948000
5/1/10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,87,6525000
5/1/10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1738,44840400
5/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,300,304,34656000
5/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,500,73,8030000
5/1/10,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,857,109696000
5/1/10,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,6,775200
5/1/10,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,2,292300
5/1/10,Swissport USA,,Swissport USA,,International,South America,Freighter,Wide Body,McDonnell Douglas,DC-10,10,1,363000
5/1/10,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,31,4408200
5/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,112,15422400
5/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,3,426600
5/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,128,18188800
5/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231B,32,4547200
5/1/10,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,151,25896500
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,500,1,110000
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,6,768000
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,236,34411800
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,42,6186600
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,900ER,94,14786200
5/1/10,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,300,29,6496000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B747,422,35,22050000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,B747,422,147,92610000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,422,31,19530000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,B747,422,29,18270000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,1129,223542000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,255,76500000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,322,39,12480000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222,136,60520000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222B,11,5060000
5/1/10,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,B777,222B,62,28520000
